Attention,44,Meditation,38,LED Status,0
Attention,29,Meditation,29,LED Status,1
Attention,29,Meditation,29,LED Status,0
Attention,11,Meditation,0,LED Status,0
Attention,11,Meditation,0,LED Status,0
Attention,34,Meditation,29,LED Status,0
Attention,40,Meditation,30,LED Status,1
Attention,40,Meditation,30,LED Status,1
Attention,67,Meditation,40,LED Status,1
Attention,67,Meditation,40,LED Status,1
Attention,63,Meditation,30,LED Status,1
Attention,63,Meditation,30,LED Status,1
Attention,69,Meditation,23,LED Status,1
Attention,69,Meditation,14,LED Status,1
Attention,69,Meditation,14,LED Status,1
Attention,70,Meditation,16,LED Status,1
Attention,70,Meditation,16,LED Status,1
Attention,100,Meditation,23,LED Status,1
Attention,100,Meditation,23,LED Status,1
Attention,100,Meditation,20,LED Status,1
Attention,100,Meditation,40,LED Status,1
Attention,100,Meditation,40,LED Status,1
Attention,96,Meditation,34,LED Status,1
Attention,96,Meditation,34,LED Status,1
Attention,87,Meditation,29,LED Status,1
Attention,87,Meditation,29,LED Status,1
Attention,84,Meditation,35,LED Status,1
Attention,84,Meditation,35,LED Status,1
Attention,69,Meditation,16,LED Status,1
Attention,69,Meditation,11,LED Status,1
Attention,69,Meditation,11,LED Status,1
Attention,81,Meditation,14,LED Status,1
Attention,81,Meditation,14,LED Status,1
Attention,94,Meditation,14,LED Status,1
Attention,94,Meditation,14,LED Status,1
Attention,97,Meditation,37,LED Status,1
Attention,81,Meditation,37,LED Status,1
Attention,81,Meditation,37,LED Status,1
Attention,70,Meditation,38,LED Status,1
Attention,70,Meditation,38,LED Status,1
Attention,70,Meditation,35,LED Status,1
Attention,70,Meditation,35,LED Status,1
Attention,80,Meditation,27,LED Status,1
Attention,100,Meditation,30,LED Status,1
Attention,100,Meditation,30,LED Status,1
Attention,100,Meditation,27,LED Status,1
Attention,100,Meditation,27,LED Status,1
Attention,83,Meditation,34,LED Status,1
Attention,83,Meditation,34,LED Status,1
Attention,74,Meditation,30,LED Status,1
Attention,74,Meditation,30,LED Status,1
Attention,60,Meditation,30,LED Status,1
Attention,30,Meditation,24,LED Status,1
Attention,30,Meditation,24,LED Status,0
Attention,29,Meditation,20,LED Status,0
Attention,29,Meditation,20,LED Status,0
Attention,34,Meditation,17,LED Status,0
Attention,34,Meditation,17,LED Status,1
Attention,34,Meditation,17,LED Status,1
Attention,40,Meditation,29,LED Status,1
Attention,40,Meditation,29,LED Status,1
Attention,48,Meditation,26,LED Status,1
Attention,48,Meditation,26,LED Status,1
Attention,63,Meditation,34,LED Status,1
Attention,63,Meditation,34,LED Status,1
Attention,57,Meditation,37,LED Status,1
Attention,57,Meditation,37,LED Status,1
Attention,57,Meditation,37,LED Status,1
Attention,63,Meditation,29,LED Status,1
Attention,63,Meditation,29,LED Status,1
Attention,67,Meditation,30,LED Status,1
Attention,67,Meditation,30,LED Status,1
Attention,61,Meditation,30,LED Status,1
Attention,74,Meditation,26,LED Status,1
Attention,74,Meditation,26,LED Status,1
Attention,84,Meditation,23,LED Status,1
Attention,84,Meditation,23,LED Status,1
Attention,88,Meditation,30,LED Status,1
Attention,88,Meditation,30,LED Status,1
Attention,83,Meditation,34,LED Status,1
Attention,87,Meditation,29,LED Status,1
Attention,87,Meditation,29,LED Status,1
Attention,75,Meditation,14,LED Status,1
Attention,75,Meditation,14,LED Status,1
Attention,80,Meditation,27,LED Status,1
Attention,80,Meditation,27,LED Status,1
Attention,90,Meditation,23,LED Status,1
Attention,90,Meditation,23,LED Status,1
Attention,74,Meditation,30,LED Status,1
Attention,77,Meditation,57,LED Status,1
Attention,77,Meditation,57,LED Status,1
Attention,63,Meditation,47,LED Status,1
Attention,63,Meditation,47,LED Status,1
Attention,57,Meditation,41,LED Status,1
Attention,57,Meditation,41,LED Status,1
Attention,77,Meditation,44,LED Status,1
Attention,75,Meditation,38,LED Status,1
Attention,75,Meditation,38,LED Status,1
Attention,90,Meditation,40,LED Status,1
Attention,90,Meditation,40,LED